name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Martin Perez,TEX,--,--,7.48,--,--,--,--,--,--,21.2,16,19,18,2,1,5,12,0.97,.250,https://www.mlb.com/player/527048
Adam Wainwright,STL,--,--,4.58,--,--,--,--,--,--,19.2,13,13,10,2,0,2,8,0.76,.217,https://www.mlb.com/player/425794
Carlos Martinez,STL,--,--,3.38,--,--,--,--,--,--,18.2,7,8,7,1,0,4,14,0.59,.125,https://www.mlb.com/player/593372
Hisashi Iwakuma,SEA,--,--,6.11,--,--,--,--,--,--,17.2,11,12,12,0,0,1,15,0.68,.196,https://www.mlb.com/player/547874
Chris Sale,CWS,--,--,3.18,--,--,--,--,--,--,17.0,7,6,6,0,0,2,19,0.53,.137,https://www.mlb.com/player/519242
Francisco Liriano,TOR,--,--,11.12,--,--,--,--,--,--,17.0,17,24,21,4,0,9,20,1.53,.274,https://www.mlb.com/player/434538
Marcus Stroman,TOR,--,--,6.06,--,--,--,--,--,--,16.1,14,13,11,1,0,2,10,0.98,.259,https://www.mlb.com/player/573186
Robbie Ray,ARI,--,--,14.06,--,--,--,--,--,--,16.0,18,26,25,3,1,5,20,1.44,.290,https://www.mlb.com/player/592662
Jose Quintana,CWS,--,--,5.63,--,--,--,--,--,--,16.0,9,11,10,1,1,3,15,0.75,.176,https://www.mlb.com/player/500779
Matt Moore,SF,--,--,10.69,--,--,--,--,--,--,16.0,19,19,19,3,0,2,19,1.31,.306,https://www.mlb.com/player/519043
Doug Fister,HOU,--,--,9.98,--,--,--,--,--,--,15.1,14,17,17,1,0,4,8,1.17,.269,https://www.mlb.com/player/450729
Yordano Ventura,KC,--,--,12.33,--,--,--,--,--,--,15.1,18,21,21,3,0,3,9,1.37,.310,https://www.mlb.com/player/570649
Cole Hamels,TEX,--,--,4.11,--,--,--,--,--,--,15.1,8,9,7,2,0,6,12,0.91,.170,https://www.mlb.com/player/430935
Edinson Volquez,KC,--,--,10.20,--,--,--,--,--,--,15.0,12,19,17,3,2,5,8,1.13,.226,https://www.mlb.com/player/450172
Tanner Roark,WSH,--,--,9.00,--,--,--,--,--,--,15.0,14,15,15,3,1,5,8,1.27,.264,https://www.mlb.com/player/543699
Tom Koehler,MIA,--,--,7.98,--,--,--,--,--,--,14.2,10,14,13,1,0,5,9,1.02,.200,https://www.mlb.com/player/543408
Hector Santiago,MIN,--,--,4.30,--,--,--,--,--,--,14.2,8,7,7,1,0,3,8,0.75,.174,https://www.mlb.com/player/502327
David Price,BOS,--,--,10.67,--,--,--,--,--,--,14.1,14,17,17,1,1,3,15,1.19,.280,https://www.mlb.com/player/456034
Chad Bettis,COL,--,--,13.81,--,--,--,--,--,--,14.1,19,23,22,1,1,5,14,1.67,.333,https://www.mlb.com/player/518452
Ervin Santana,MIN,--,--,3.77,--,--,--,--,--,--,14.1,6,8,6,0,0,3,12,0.63,.140,https://www.mlb.com/player/429722
Johnny Cueto,SF,--,--,5.65,--,--,--,--,--,--,14.1,11,10,9,1,0,4,15,1.05,.229,https://www.mlb.com/player/456501
Jake Odorizzi,TB,--,--,5.02,--,--,--,--,--,--,14.1,6,8,8,1,1,3,13,0.63,.136,https://www.mlb.com/player/543606
J.A. Happ,TOR,--,--,6.91,--,--,--,--,--,--,14.1,6,11,11,0,0,0,13,0.42,.136,https://www.mlb.com/player/457918
Jorge De La Rosa,COL,--,--,9.64,--,--,--,--,--,--,14.0,10,19,15,2,1,5,9,1.07,.217,https://www.mlb.com/player/407822
James Shields,CWS,--,--,7.43,--,--,--,--,--,--,13.1,7,11,11,3,1,1,7,0.60,.179,https://www.mlb.com/player/448306
Jose Fernandez,MIA,--,--,6.92,--,--,--,--,--,--,13.0,11,13,10,2,0,2,12,1.00,.268,https://www.mlb.com/player/605228
Jimmy Nelson,MIL,--,--,7.62,--,--,--,--,--,--,13.0,13,16,11,2,1,5,8,1.38,.283,https://www.mlb.com/player/519076
Chris Tillman,BAL,--,--,4.97,--,--,--,--,--,--,12.2,8,7,7,0,0,3,8,0.87,.211,https://www.mlb.com/player/501957
Carlos Rodon,CWS,--,--,9.95,--,--,--,--,--,--,12.2,15,16,14,2,0,3,11,1.42,.341,https://www.mlb.com/player/607074
Jered Weaver,LAA,--,--,10.66,--,--,--,--,--,--,12.2,10,16,15,2,0,2,6,0.95,.250,https://www.mlb.com/player/450308
Masahiro Tanaka,NYY,--,--,4.26,--,--,--,--,--,--,12.2,6,7,6,0,0,2,12,0.63,.154,https://www.mlb.com/player/547888
Vince Velasquez,PHI,--,--,6.39,--,--,--,--,--,--,12.2,10,12,9,2,0,2,9,0.95,.238,https://www.mlb.com/player/592826
Chris Archer,TB,--,--,2.84,--,--,--,--,--,--,12.2,6,6,4,0,0,2,16,0.63,.150,https://www.mlb.com/player/502042
Gio Gonzalez,WSH,--,--,8.53,--,--,--,--,--,--,12.2,15,14,12,0,1,3,12,1.42,.313,https://www.mlb.com/player/461829
Archie Bradley,ARI,--,--,8.76,--,--,--,--,--,--,12.1,12,12,12,1,0,6,15,1.46,.261,https://www.mlb.com/player/605151
Dan Straily,CIN,--,--,6.57,--,--,--,--,--,--,12.1,7,9,9,1,1,5,11,0.97,.184,https://www.mlb.com/player/573185
Kyle Gibson,MIN,--,--,8.03,--,--,--,--,--,--,12.1,10,11,11,1,1,4,2,1.14,.256,https://www.mlb.com/player/502043
CC Sabathia,NYY,--,--,8.76,--,--,--,--,--,--,12.1,10,12,12,1,1,4,8,1.14,.233,https://www.mlb.com/player/282332
Luis Perdomo,SD,--,--,11.68,--,--,--,--,--,--,12.1,13,18,16,2,1,1,8,1.14,.295,https://www.mlb.com/player/606131
Felix Hernandez,SEA,--,--,7.30,--,--,--,--,--,--,12.1,6,12,10,2,0,5,13,0.89,.150,https://www.mlb.com/player/433587
Zack Greinke,ARI,--,--,6.00,--,--,--,--,--,--,12.0,6,9,8,1,0,1,8,0.58,.167,https://www.mlb.com/player/425844
Wade Miley,BAL,--,--,15.75,--,--,--,--,--,--,12.0,17,21,21,2,0,2,8,1.58,.370,https://www.mlb.com/player/489119
Jon Gray,COL,--,--,10.50,--,--,--,--,--,--,12.0,10,15,14,1,0,6,15,1.33,.233,https://www.mlb.com/player/592351
Aaron Sanchez,TOR,--,--,6.00,--,--,--,--,--,--,12.0,9,9,8,1,0,3,7,1.00,.214,https://www.mlb.com/player/592717
Kendall Graveman,OAK,--,--,5.40,--,--,--,--,--,--,11.2,7,9,7,1,0,1,3,0.69,.194,https://www.mlb.com/player/608665
