name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Justus Sheffield,SEA,--,--,7.88,--,--,--,--,--,--,24.0,23,22,21,1,0,11,18,1.42,.277,https://www.mlb.com/player/656954
Corey Kluber,TEX,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/446372
Kevin Plawecki,BOS,--,--,0.00,--,--,--,--,--,--,0.2,0,0,0,0,0,1,0,1.50,.000,https://www.mlb.com/player/608700
Joe Kelly,LAD,--,--,4.15,--,--,--,--,--,--,4.1,5,3,2,0,0,3,2,1.85,.357,https://www.mlb.com/player/523260
Cody Reed,TB,--,--,9.00,--,--,--,--,--,--,6.0,6,6,6,2,0,4,6,1.67,.261,https://www.mlb.com/player/642003
Brailyn Marquez,CHC,--,--,67.50,--,--,--,--,--,--,0.2,2,5,5,0,0,2,1,6.00,.500,https://www.mlb.com/player/666622
Kenta Maeda,MIN,--,--,8.04,--,--,--,--,--,--,15.2,10,14,14,3,0,2,15,0.77,.185,https://www.mlb.com/player/628317
Gio Gonzalez,CWS,--,--,6.75,--,--,--,--,--,--,18.2,19,16,14,3,1,10,23,1.55,.271,https://www.mlb.com/player/461829
Nate Jones,CIN,--,--,10.24,--,--,--,--,--,--,9.2,15,11,11,3,1,3,13,1.86,.375,https://www.mlb.com/player/518858
Pablo Lopez,MIA,--,--,7.40,--,--,--,--,--,--,24.1,22,24,20,1,0,11,26,1.36,.247,https://www.mlb.com/player/641154
Justin Grimm,MIL,--,--,37.80,--,--,--,--,--,--,1.2,3,7,7,2,0,3,2,3.60,.375,https://www.mlb.com/player/518748
Eric Lauer,MIL,--,--,22.50,--,--,--,--,--,--,6.0,13,15,15,1,0,5,6,3.00,.433,https://www.mlb.com/player/641778
Cristian Javier,HOU,--,--,6.27,--,--,--,--,--,--,18.2,11,13,13,3,0,5,18,0.86,.183,https://www.mlb.com/player/664299
Masahiro Tanaka,NYY,--,--,7.27,--,--,--,--,--,--,17.1,19,20,14,4,1,3,14,1.27,.297,https://www.mlb.com/player/547888
Austin Gomber,STL,--,--,3.68,--,--,--,--,--,--,14.2,5,6,6,1,0,8,17,0.89,.119,https://www.mlb.com/player/596295
Adam Ottavino,NYY,--,--,10.61,--,--,--,--,--,--,9.1,11,11,11,1,0,7,15,1.93,.289,https://www.mlb.com/player/493603
Logan Allen,CLE,--,--,3.38,--,--,--,--,--,--,8.0,5,3,3,0,1,2,4,0.88,.192,https://www.mlb.com/player/663531
Jose Berrios,MIN,--,--,8.26,--,--,--,--,--,--,28.1,23,26,26,6,2,10,34,1.16,.228,https://www.mlb.com/player/621244
Rafael Montero,TEX,--,--,12.00,--,--,--,--,--,--,6.0,8,11,8,2,0,4,7,2.00,.333,https://www.mlb.com/player/606160
Trevor Rogers,MIA,--,--,9.19,--,--,--,--,--,--,15.2,15,17,16,2,2,7,16,1.40,.259,https://www.mlb.com/player/669432
Sixto Sanchez,MIA,--,--,8.22,--,--,--,--,--,--,15.1,15,14,14,2,1,5,8,1.30,.283,https://www.mlb.com/player/664350
Keury Mella,ARI,--,--,1.50,--,--,--,--,--,--,6.0,3,2,1,0,0,2,4,0.83,.167,https://www.mlb.com/player/622492
Max Scherzer,WSH,--,--,7.81,--,--,--,--,--,--,27.2,26,26,24,6,1,14,39,1.45,.248,https://www.mlb.com/player/453286
Tanner Scott,BAL,--,--,1.88,--,--,--,--,--,--,14.1,6,5,3,1,2,6,18,0.84,.130,https://www.mlb.com/player/656945
Carl Edwards Jr.,SEA,--,--,3.86,--,--,--,--,--,--,2.1,1,1,1,0,0,0,3,0.43,.125,https://www.mlb.com/player/605218
Albert Abreu,NYY,--,--,20.25,--,--,--,--,--,--,1.1,3,4,3,1,1,1,2,3.00,.429,https://www.mlb.com/player/656061
Zack Burdi,CWS,--,--,20.25,--,--,--,--,--,--,2.2,4,8,6,1,0,2,5,2.25,.308,https://www.mlb.com/player/641420
Justin Topa,MIL,--,--,4.50,--,--,--,--,--,--,4.0,3,3,2,1,0,0,7,0.75,.200,https://www.mlb.com/player/623437
Joey Gerber,SEA,--,--,7.00,--,--,--,--,--,--,9.0,8,8,7,1,0,2,3,1.11,.267,https://www.mlb.com/player/680702
Keynan Middleton,LAA,--,--,7.50,--,--,--,--,--,--,6.0,5,6,5,0,0,4,5,1.50,.263,https://www.mlb.com/player/641871
Randy Rosario,KC,--,--,9.00,--,--,--,--,--,--,2.0,4,2,2,0,1,3,3,3.50,.444,https://www.mlb.com/player/600968
Kyle Keller,LAA,--,--,7.71,--,--,--,--,--,--,2.1,2,2,2,0,0,1,1,1.29,.200,https://www.mlb.com/player/664918
Steven Brault,PIT,--,--,6.41,--,--,--,--,--,--,19.2,18,15,14,0,3,8,13,1.32,.269,https://www.mlb.com/player/643230
Joel Payamps,ARI,--,--,4.50,--,--,--,--,--,--,2.0,1,2,1,0,0,2,1,1.50,.167,https://www.mlb.com/player/606303
Alex Young,ARI,--,--,9.00,--,--,--,--,--,--,20.0,20,22,20,3,0,6,13,1.30,.278,https://www.mlb.com/player/622065
Wilmer Font,TOR,--,--,18.36,--,--,--,--,--,--,8.1,16,18,17,1,1,7,5,2.76,.421,https://www.mlb.com/player/521655
Jon Gray,COL,--,--,14.33,--,--,--,--,--,--,16.1,24,28,26,3,2,2,7,1.59,.348,https://www.mlb.com/player/592351
Lance McCullers Jr.,HOU,--,--,9.55,--,--,--,--,--,--,21.2,21,28,23,4,3,10,19,1.43,.276,https://www.mlb.com/player/621121
Cy Sneed,HOU,--,--,9.64,--,--,--,--,--,--,9.1,17,14,10,2,0,5,9,2.36,.405,https://www.mlb.com/player/605482
Daniel Ponce de Leon,STL,--,--,11.57,--,--,--,--,--,--,11.2,9,15,15,5,0,6,17,1.29,.205,https://www.mlb.com/player/594965
Jacob Barnes,LAA,--,--,9.28,--,--,--,--,--,--,10.2,7,13,11,1,2,4,12,1.03,.200,https://www.mlb.com/player/606930
Kevin McCarthy,KC,--,--,5.06,--,--,--,--,--,--,5.1,6,3,3,1,0,1,2,1.31,.300,https://www.mlb.com/player/641838
Conner Menez,SF,--,--,4.50,--,--,--,--,--,--,4.0,2,3,2,1,1,3,0,1.25,.167,https://www.mlb.com/player/669214
Robbie Erlin,ATL,--,--,21.21,--,--,--,--,--,--,9.1,18,22,22,6,0,3,8,2.25,.400,https://www.mlb.com/player/572362
