name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Kyle Crick,PIT,--,--,0.00,--,--,--,--,--,--,4.0,4,2,0,0,0,1,6,1.25,.235,https://www.mlb.com/player/605195
J.A. Happ,NYY,--,--,3.60,--,--,--,--,--,--,35.0,27,14,14,6,1,12,31,1.11,.209,https://www.mlb.com/player/457918
Dean Kremer,BAL,--,--,5.79,--,--,--,--,--,--,9.1,10,6,6,0,0,6,12,1.71,.270,https://www.mlb.com/player/665152
Julio Urias,LAD,--,--,2.90,--,--,--,--,--,--,40.1,38,13,13,3,0,14,31,1.29,.247,https://www.mlb.com/player/628711
Scott Barlow,KC,--,--,2.93,--,--,--,--,--,--,15.1,14,5,5,1,0,3,20,1.11,.250,https://www.mlb.com/player/605130
Marco Gonzales,SEA,--,--,3.14,--,--,--,--,--,--,51.2,39,21,18,7,1,5,49,0.85,.202,https://www.mlb.com/player/594835
German Marquez,COL,--,--,4.26,--,--,--,--,--,--,38.0,34,21,18,4,0,11,34,1.18,.239,https://www.mlb.com/player/608566
Aaron Barrett,WSH,--,--,27.00,--,--,--,--,--,--,0.2,2,2,2,0,1,1,0,4.50,.500,https://www.mlb.com/player/502578
Drew Smith,NYM,--,--,9.00,--,--,--,--,--,--,4.0,4,5,4,2,0,1,4,1.25,.250,https://www.mlb.com/player/622098
Julian Merryweather,TOR,--,--,7.04,--,--,--,--,--,--,7.2,9,6,6,0,0,4,6,1.70,.290,https://www.mlb.com/player/657240
AJ Ramos,COL,--,--,0.00,--,--,--,--,--,--,2.0,0,0,0,0,0,3,1,1.50,.000,https://www.mlb.com/player/573109
Tarik Skubal,DET,--,--,6.84,--,--,--,--,--,--,25.0,25,20,19,9,2,9,31,1.36,.258,https://www.mlb.com/player/669373
Jose Alvarado,TB,--,--,7.50,--,--,--,--,--,--,6.0,9,6,5,2,0,5,7,2.33,.333,https://www.mlb.com/player/621237
Mike Foltynewicz,ATL,--,--,36.00,--,--,--,--,--,--,1.0,3,4,4,2,0,2,1,5.00,.600,https://www.mlb.com/player/592314
Eric Yardley,MIL,--,--,2.08,--,--,--,--,--,--,13.0,10,4,3,2,0,6,9,1.23,.208,https://www.mlb.com/player/642233
Daniel Norris,DET,--,--,4.05,--,--,--,--,--,--,20.0,21,9,9,1,0,5,17,1.30,.256,https://www.mlb.com/player/596057
Antonio Senzatela,COL,--,--,4.36,--,--,--,--,--,--,33.0,34,16,16,5,1,4,22,1.15,.264,https://www.mlb.com/player/622608
Cy Sneed,HOU,--,--,6.55,--,--,--,--,--,--,11.0,12,9,8,1,0,0,15,1.09,.279,https://www.mlb.com/player/605482
Zach Eflin,PHI,--,--,2.73,--,--,--,--,--,--,33.0,31,10,10,1,0,5,35,1.09,.250,https://www.mlb.com/player/621107
Josh Fleming,TB,--,--,1.96,--,--,--,--,--,--,23.0,18,5,5,3,0,7,17,1.09,.212,https://www.mlb.com/player/676596
Garrett Richards,SD,--,--,2.70,--,--,--,--,--,--,26.2,18,8,8,2,2,6,24,0.90,.189,https://www.mlb.com/player/572070
Jeurys Familia,NYM,--,--,4.58,--,--,--,--,--,--,17.2,10,9,9,1,3,9,18,1.08,.161,https://www.mlb.com/player/544727
